2018-01-17,广证恒生    ,002309,中利集团 ,中利集团（002309）老树发新芽，光伏通讯展蓝图，光伏通信双线向终端延伸，光伏扶贫业绩释放在即-171226                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,浙商证券    ,300335,迪森股份 ,迪森股份(300335)预增符合预期，“煤改气”致业绩增长强劲-180112                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,招商证券    ,300595,欧普康视 ,欧普康视(300595)国内角膜塑形镜行业的领军者，优势凸显-180115                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,国元证券    ,603516,淳中科技 ,淳中科技、明阳电路新股网下询价策略-180116                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,国元证券    ,300739,明阳电路 ,淳中科技、明阳电路新股网下询价策略-180116                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,华泰证券    ,300498,温氏股份 ,温氏股份(300498)骨干绑定，股权激励助力业绩增长-180117                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,华泰证券    ,600009,上海机场 ,上海机场(600009)增幅回落但结构稳定，维持增持-180117                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,信达证券    ,600486,扬农化工 ,扬农化工(600486)本期【卓越推】组合-180115                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,中信证券    ,002419,天虹股份 ,天虹股份(002419)2018，厚积薄发-180115                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,东莞证券    ,600426,华鲁恒升 ,华鲁恒升(600426)优质煤化工白马股，受益产品价格上涨-180116                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p253/                                                          ,51pdf,
2018-01-17,上海证券    ,300316,晶盛机电 ,晶盛机电(300316)光伏设备大单来临，未来依然值得期待-180113                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p254/                                                          ,51pdf,
2018-01-17,中金公司    ,002475,立讯精密 ,立讯精密(002475)Expecting potential breakthroughs with large clients-180112                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p254/                                                          ,51pdf,
